"ID";"age";"balance";"previous";"job";"marital";"education";"housing";"loan";"poutcome";"y"
384;59;2769;2;"employed";"married";"primary";"yes";"no";"failure";"no"
385;33;3512;2;"employed";"married";"primary";"yes";"no";"failure";"no"
386;56;444;1;"employed";"married";"primary";"yes";"no";"failure";"no"
387;38;5432;1;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
388;40;67;2;"unemployed";"married";"secondary";"no";"yes";"failure";"no"
389;37;3574;2;"employed";"married";"primary";"yes";"no";"failure";"no"
390;36;2622;2;"unemployed";"single";"tertiary";"no";"no";"failure";"no"
391;50;2910;1;"employed";"married";"secondary";"no";"no";"failure";"no"
392;38;2240;1;"employed";"married";"primary";"yes";"no";"failure";"no"
393;37;5902;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
394;34;899;2;"unemployed";"married";"tertiary";"yes";"no";"success";"no"
395;50;167;1;"unemployed";"married";"secondary";"no";"yes";"failure";"no"
396;56;-429;2;"unemployed";"divorced";"secondary";"no";"yes";"failure";"no"
397;43;8167;2;"employed";"married";"primary";"yes";"no";"failure";"no"
398;37;5340;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
399;53;2430;2;"employed";"single";"secondary";"yes";"yes";"failure";"no"
400;40;664;2;"unemployed";"single";"secondary";"no";"no";"success";"no"
401;50;-470;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
402;30;2451;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
403;58;2538;2;"unemployed";"divorced";"primary";"yes";"no";"failure";"yes"
404;54;2626;2;"unemployed";"married";"secondary";"no";"no";"failure";"no"
405;47;3696;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
406;39;12855;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
407;39;633;2;"employed";"single";"tertiary";"no";"no";"failure";"no"
408;50;1784;1;"employed";"married";"tertiary";"no";"no";"failure";"no"
409;39;1315;1;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
410;33;923;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
411;45;7154;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
412;59;0;1;"unemployed";"married";"primary";"no";"no";"failure";"no"
413;53;2578;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
414;37;510;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
415;54;277;2;"employed";"married";"primary";"yes";"no";"failure";"no"
416;39;4692;2;"employed";"divorced";"tertiary";"yes";"no";"success";"no"
417;39;4136;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
418;31;395;2;"employed";"married";"secondary";"no";"no";"failure";"no"
419;33;621;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
420;49;4259;2;"employed";"married";"secondary";"no";"no";"failure";"no"
421;40;3352;1;"employed";"married";"tertiary";"yes";"no";"success";"yes"
422;35;552;1;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
423;35;31;2;"employed";"married";"primary";"no";"yes";"failure";"no"
424;44;6491;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
425;45;3689;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
426;44;1593;2;"employed";"single";"primary";"yes";"no";"success";"no"
427;37;5287;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
428;55;625;2;"unemployed";"married";"tertiary";"no";"no";"failure";"no"
429;38;898;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
430;35;867;2;"employed";"married";"tertiary";"yes";"no";"success";"no"
431;31;1224;2;"employed";"married";"tertiary";"yes";"yes";"success";"no"
432;44;0;2;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
433;30;3100;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
434;32;344;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
435;35;146;2;"employed";"divorced";"tertiary";"no";"no";"success";"no"
436;32;4654;2;"employed";"married";"tertiary";"yes";"yes";"failure";"yes"
437;34;296;2;"unemployed";"single";"secondary";"no";"no";"failure";"no"
438;55;12159;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
439;38;5122;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
440;34;673;1;"employed";"single";"tertiary";"yes";"yes";"failure";"no"
441;37;8135;1;"employed";"married";"primary";"yes";"no";"failure";"no"
442;41;2562;2;"employed";"married";"primary";"yes";"no";"failure";"no"
443;41;195;2;"employed";"single";"tertiary";"no";"no";"failure";"no"
444;34;3119;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
445;35;935;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
446;30;5956;1;"employed";"married";"primary";"yes";"yes";"failure";"no"
447;34;3185;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
448;31;481;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
449;39;660;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
450;52;57;1;"employed";"married";"primary";"yes";"yes";"failure";"no"
451;42;3;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
452;40;572;2;"employed";"single";"secondary";"no";"no";"failure";"no"
453;33;3071;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
454;32;187;1;"employed";"married";"primary";"no";"no";"failure";"no"
455;33;5151;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
456;32;2085;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
457;39;1104;2;"employed";"single";"secondary";"no";"no";"success";"no"
458;39;892;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
459;45;96;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
460;32;574;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
461;50;0;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
462;47;1465;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
463;30;586;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
464;41;7735;1;"employed";"married";"primary";"yes";"no";"failure";"no"
465;37;264;1;"unemployed";"married";"tertiary";"yes";"yes";"failure";"no"
466;30;501;1;"employed";"married";"secondary";"yes";"yes";"failure";"yes"
467;38;215;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
468;48;4906;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
469;38;433;2;"employed";"married";"primary";"no";"no";"failure";"no"
470;35;5304;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
471;34;797;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
472;31;450;2;"employed";"married";"secondary";"no";"yes";"failure";"no"
473;39;519;2;"employed";"single";"secondary";"yes";"yes";"failure";"no"
474;31;1539;2;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
475;32;11512;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
476;52;1115;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
477;31;5607;1;"employed";"single";"secondary";"no";"no";"failure";"no"
478;30;1015;2;"employed";"married";"primary";"yes";"no";"failure";"no"
479;50;1878;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
480;41;98;2;"employed";"single";"secondary";"no";"yes";"failure";"no"
481;46;0;1;"employed";"married";"tertiary";"no";"no";"failure";"yes"
482;37;862;2;"unemployed";"single";"secondary";"no";"no";"failure";"no"
483;46;3455;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
484;44;-230;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
485;36;-872;1;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
486;50;2590;2;"employed";"married";"primary";"yes";"no";"failure";"no"
487;55;10065;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
488;32;3201;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
489;34;273;1;"employed";"married";"tertiary";"yes";"no";"success";"no"
490;35;-476;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
491;53;21522;2;"employed";"married";"secondary";"no";"no";"failure";"no"
492;55;166;2;"unemployed";"divorced";"secondary";"no";"no";"failure";"no"
493;37;-272;2;"employed";"single";"secondary";"no";"yes";"failure";"no"
494;33;4465;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
495;33;557;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
496;40;4441;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
497;53;3815;2;"employed";"married";"secondary";"no";"no";"failure";"no"
498;47;2;1;"employed";"married";"primary";"yes";"yes";"failure";"no"
499;33;2711;1;"unemployed";"married";"secondary";"no";"no";"failure";"no"
500;38;0;2;"employed";"divorced";"primary";"yes";"no";"failure";"no"
501;55;1102;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
502;57;2236;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
503;40;7711;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
504;34;1545;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
505;32;12686;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
506;38;1110;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"yes"
507;51;-153;2;"employed";"married";"secondary";"no";"no";"failure";"no"
508;37;836;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
509;44;7876;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
510;32;983;1;"employed";"married";"secondary";"yes";"no";"failure";"yes"
511;43;5704;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
512;33;3404;2;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
513;34;56;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
514;51;6659;1;"unemployed";"married";"tertiary";"yes";"yes";"failure";"no"
515;58;5087;1;"unemployed";"married";"tertiary";"no";"no";"failure";"no"
516;35;725;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
517;31;438;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
518;45;999;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
519;52;3923;2;"employed";"married";"secondary";"yes";"no";"success";"no"
520;39;155;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
521;44;3060;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
522;40;9541;1;"employed";"divorced";"tertiary";"no";"no";"failure";"no"
523;37;1016;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
524;38;3289;2;"employed";"married";"primary";"no";"no";"failure";"no"
525;36;1954;2;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
526;50;3117;1;"employed";"married";"tertiary";"no";"no";"failure";"no"
527;49;-471;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
528;31;3052;2;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
529;39;31;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
530;37;33;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
531;41;666;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
532;53;111;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
533;36;3649;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
534;43;5670;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
535;34;1433;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
536;45;1273;2;"unemployed";"divorced";"tertiary";"yes";"yes";"failure";"no"
537;32;6982;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
538;33;3514;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
539;32;2696;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
540;31;1887;1;"employed";"single";"tertiary";"no";"yes";"failure";"no"
541;47;3533;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
542;38;-3;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
543;35;142;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
544;39;889;2;"employed";"single";"tertiary";"no";"no";"failure";"no"
545;58;5618;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
546;56;12;1;"employed";"divorced";"primary";"no";"no";"failure";"no"
547;31;314;2;"unemployed";"married";"secondary";"yes";"no";"failure";"yes"
548;35;0;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
549;34;4436;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
550;43;744;2;"unemployed";"single";"tertiary";"no";"yes";"failure";"no"
551;32;5252;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
552;51;4178;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
553;56;4763;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
554;36;3202;2;"employed";"divorced";"primary";"yes";"no";"failure";"no"
555;44;4580;2;"employed";"married";"tertiary";"yes";"no";"success";"no"
556;46;676;2;"employed";"married";"primary";"yes";"no";"failure";"no"
557;53;3366;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
558;57;3499;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
559;30;111;1;"unemployed";"married";"secondary";"no";"yes";"failure";"no"
560;55;6958;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
561;53;5558;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
562;35;356;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
563;45;460;1;"employed";"married";"tertiary";"no";"no";"failure";"no"
564;31;5691;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
565;40;87;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
566;50;2564;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
567;37;1560;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
568;50;12519;1;"employed";"married";"primary";"yes";"no";"failure";"yes"
569;36;62;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
570;47;-813;2;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
571;39;5222;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
572;31;3967;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
573;45;2096;2;"employed";"divorced";"tertiary";"no";"no";"failure";"no"
574;31;-405;2;"unemployed";"single";"tertiary";"yes";"yes";"success";"no"
575;47;0;1;"employed";"married";"secondary";"no";"no";"failure";"yes"
576;42;2812;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
577;46;22;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
578;53;1945;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
579;32;1261;1;"employed";"married";"primary";"yes";"no";"failure";"no"
580;31;2198;2;"employed";"married";"primary";"no";"no";"failure";"no"
581;33;2481;2;"employed";"single";"secondary";"no";"no";"failure";"no"
582;33;255;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
583;59;7049;2;"employed";"married";"tertiary";"no";"no";"failure";"yes"
584;35;2040;2;"employed";"single";"primary";"no";"no";"failure";"no"
585;30;1718;2;"unemployed";"divorced";"tertiary";"yes";"no";"failure";"no"
586;52;1752;2;"employed";"married";"secondary";"no";"yes";"failure";"no"
587;40;2644;1;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
588;31;5;2;"employed";"married";"tertiary";"yes";"yes";"failure";"yes"
589;32;5267;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
590;30;239;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
591;44;701;2;"employed";"married";"secondary";"no";"yes";"failure";"no"
592;31;159;1;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
593;34;966;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
594;48;4265;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
595;32;3050;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
596;49;13818;2;"unemployed";"married";"secondary";"no";"no";"failure";"no"
597;34;3679;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
598;31;8629;2;"employed";"married";"secondary";"yes";"no";"failure";"yes"
599;53;1777;1;"employed";"married";"secondary";"yes";"no";"failure";"yes"
600;34;-508;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
601;47;2944;2;"employed";"married";"secondary";"no";"no";"failure";"no"
602;52;2455;1;"employed";"divorced";"secondary";"no";"no";"failure";"no"
603;48;1375;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
604;40;19343;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
605;45;1738;2;"employed";"divorced";"secondary";"no";"no";"failure";"no"
606;54;230;2;"employed";"married";"secondary";"no";"yes";"failure";"no"
607;30;274;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
608;38;1514;2;"unemployed";"married";"tertiary";"no";"yes";"failure";"no"
609;31;457;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
610;40;372;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
611;37;489;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
612;33;2456;1;"employed";"married";"primary";"yes";"no";"failure";"no"
613;45;2220;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
614;40;-605;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
615;53;1027;1;"employed";"married";"secondary";"no";"no";"failure";"no"
616;35;80;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
617;41;832;1;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
618;50;2497;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
619;31;3653;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
620;35;1129;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
621;33;86;1;"employed";"divorced";"secondary";"no";"yes";"failure";"no"
622;31;1166;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
623;34;5553;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
624;49;771;1;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
